district,y,m,rainfall
Caynabo,2020,6,19
Ceel Afweyn,2020,6,37.21
Ceel Barde,2020,6,1.06
Ceel Buur,2020,6,1.21
Ceel Dheer,2020,6,6
Ceel Waaq,2020,6,5.8
Ceerigaabo,2020,6,29.95
Dhuusamarreeb,2020,6,1.01
Diinsoor,2020,6,24.53
Doolow,2020,6,1.33
Eyl,2020,6,1.13
Gaalkacyo,2020,6,1.75
Galdogob,2020,6,1.46
Garbahaarey,2020,6,4.77
Garoowe,2020,6,0.94
Gebiley,2020,6,27.37
Hargeysa,2020,6,23.61
Hobyo,2020,6,1.42
Iskushuban,2020,6,2.61
Jalalaqsi,2020,6,5.1
Jamaame,2020,6,109
Jariiban,2020,6,1.58
Jilib,2020,6,118
Jowhar,2020,6,5.15
Kismaayo,2020,6,60.73
Kurtunwaarey,2020,6,21.56
Laas Caanood,2020,6,1.08
Laasqoray,2020,6,12.79
Lughaye,2020,6,1.54
Luuq,2020,6,3.38
Marka,2020,6,16.9
Owdweyne,2020,6,16.92
Qandala,2020,6,11.92
Qansax Dheere,2020,6,10.72
Qardho,2020,6,2.24
Qoryooley,2020,6,14.01
Rab Dhuure,2020,6,1.12
Saakow,2020,6,18.65
Sablaale,2020,6,59.24
Sheikh,2020,6,24.55
Taleex,2020,6,3.9
Tayeeglow,2020,6,3.77
Waajid,2020,6,5.48
Wanla Weyn,2020,6,7.41
Xarardheere,2020,6,3.51
Xudun,2020,6,11.44
Xudur,2020,6,1.2
Zeylac,2020,6,2.91
Adan Yabaal,2020,7,49.94
Afgooye,2020,7,56.9
Afmadow,2020,7,49.06
Baardheere,2020,7,21.41
Badhaadhe,2020,7,81.45
Baki,2020,7,28.24
Balcad,2020,7,61.16
Banadir,2020,7,106
Bandarbeyla,2020,7,0.15
Baraawe,2020,7,81.76
Baydhaba,2020,7,30.17
Belet Weyne,2020,7,19.86
Belet Xaawo,2020,7,7.17
Berbera,2020,7,7.46
Borama,2020,7,73.12
Bossaso,2020,7,0.86
Bu'aale,2020,7,37.12
Bulo Burto,2020,7,28.93
Burco,2020,7,6.06
Burtinle,2020,7,0.16
Buuhoodle,2020,7,2.55
Buur Hakaba,2020,7,44.84
Cabudwaaq,2020,7,9.1
Cadaado,2020,7,3.39
Cadale,2020,7,66.74
Caluula,2020,7,0.36
Caynabo,2020,7,3.34
Ceel Afweyn,2020,7,3.55
Ceel Barde,2020,7,25.9
Ceel Buur,2020,7,11.23
Ceel Dheer,2020,7,24.3
Ceel Waaq,2020,7,13.23
Ceerigaabo,2020,7,2.7
Dhuusamarreeb,2020,7,9.81
Diinsoor,2020,7,39.37
Doolow,2020,7,0.3
Eyl,2020,7,0.06
Gaalkacyo,2020,7,1.31
Galdogob,2020,7,0.6
Garbahaarey,2020,7,11.36
Garoowe,2020,7,0.09
Gebiley,2020,7,56.16
Hargeysa,2020,7,22.1
Hobyo,2020,7,5.79
Iskushuban,2020,7,0.33
Jalalaqsi,2020,7,29.22
Jamaame,2020,7,89.78
Jariiban,2020,7,0.98
Jilib,2020,7,74.78
Jowhar,2020,7,37.6
Kismaayo,2020,7,85.55
Kurtunwaarey,2020,7,71.99
Laas Caanood,2020,7,0.2
Laasqoray,2020,7,1.44
Lughaye,2020,7,9.32
Luuq,2020,7,3.56
Marka,2020,7,68.65
Owdweyne,2020,7,15.86
Qandala,2020,7,1.15
Qansax Dheere,2020,7,27.5
Qardho,2020,7,0.54
Qoryooley,2020,7,64.27
Rab Dhuure,2020,7,1.68
Saakow,2020,7,29.14
Sablaale,2020,7,76.63
Sheikh,2020,7,25.6
Taleex,2020,7,0.69
Tayeeglow,2020,7,46.41
Waajid,2020,7,12.74
Wanla Weyn,2020,7,32.76
Xarardheere,2020,7,20.66
Xudun,2020,7,1.19
Xudur,2020,7,15.33
Zeylac,2020,7,29.68
Adan Yabaal,2020,8,15.53
Afgooye,2020,8,15.29
Afmadow,2020,8,13.37
Baardheere,2020,8,8
Badhaadhe,2020,8,26.03
Baki,2020,8,36.7
Balcad,2020,8,19.84
Banadir,2020,8,37.1
Bandarbeyla,2020,8,3.09
Baraawe,2020,8,26.81
Baydhaba,2020,8,18.49
Belet Weyne,2020,8,5.08
Belet Xaawo,2020,8,5.63
Berbera,2020,8,5.1
Borama,2020,8,106
Bossaso,2020,8,9.61
Bu'aale,2020,8,12.85
Bulo Burto,2020,8,7.92
Burco,2020,8,9.92
Burtinle,2020,8,0.98
Buuhoodle,2020,8,0.71
Buur Hakaba,2020,8,19.55
Cabudwaaq,2020,8,3.76
Cadaado,2020,8,2.96
Cadale,2020,8,19.43
Caluula,2020,8,2.14
Caynabo,2020,8,3.41
Ceel Afweyn,2020,8,7.66
Ceel Barde,2020,8,9.73
Ceel Buur,2020,8,1.65
Ceel Dheer,2020,8,12.89
Ceel Waaq,2020,8,8.99
Ceerigaabo,2020,8,25.21
Dhuusamarreeb,2020,8,1.58
Diinsoor,2020,8,15.04
Doolow,2020,8,0.21
Eyl,2020,8,0.48
Gaalkacyo,2020,8,0.84
Galdogob,2020,8,0.76
Garbahaarey,2020,8,7.99
Garoowe,2020,8,1.13
Gebiley,2020,8,74.75
Hargeysa,2020,8,55.93
Hobyo,2020,8,1.98
Iskushuban,2020,8,3.23
Jalalaqsi,2020,8,6.84
Jamaame,2020,8,25.98
Jariiban,2020,8,0.14
Jilib,2020,8,24.28
Jowhar,2020,8,6.59
Kismaayo,2020,8,24.19
Kurtunwaarey,2020,8,26.49
Laas Caanood,2020,8,0.59
Laasqoray,2020,8,20.66
Lughaye,2020,8,3.59
Luuq,2020,8,2.94
Marka,2020,8,32.58
Owdweyne,2020,8,28.03
Qandala,2020,8,6.77
Qansax Dheere,2020,8,15.71
Qardho,2020,8,3.79
Qoryooley,2020,8,26.25
Rab Dhuure,2020,8,2.41
Saakow,2020,8,6.59
Sablaale,2020,8,15.27
Sheikh,2020,8,38.83
Taleex,2020,8,1.5
Tayeeglow,2020,8,16.86
Waajid,2020,8,8.73
Wanla Weyn,2020,8,9.05
Xarardheere,2020,8,11.25
Xudun,2020,8,0.72
Xudur,2020,8,8.64
Zeylac,2020,8,18.23
Adan Yabaal,2020,9,1.5
Afgooye,2020,9,7.17
Afmadow,2020,9,16.57
Baardheere,2020,9,9.89
Badhaadhe,2020,9,22.32
Baki,2020,9,39.76
Balcad,2020,9,5.51
Banadir,2020,9,12.01
Bandarbeyla,2020,9,5.62
Baraawe,2020,9,18.32
Baydhaba,2020,9,9.4
Belet Weyne,2020,9,2.97
Belet Xaawo,2020,9,2.14
Berbera,2020,9,18.01
Borama,2020,9,96.14
Bossaso,2020,9,24.45
Bu'aale,2020,9,21.16
Bulo Burto,2020,9,2.94
Burco,2020,9,50.13
Burtinle,2020,9,4.79
Buuhoodle,2020,9,41.22
Buur Hakaba,2020,9,15.8
Cabudwaaq,2020,9,4.06
Cadaado,2020,9,2.31
Cadale,2020,9,2.33
Caluula,2020,9,7.45
Caynabo,2020,9,36.29
Ceel Afweyn,2020,9,53.34
Ceel Barde,2020,9,8.25
Ceel Buur,2020,9,1.5
Ceel Dheer,2020,9,1.33
Ceel Waaq,2020,9,6.75
Ceerigaabo,2020,9,72.26
Dhuusamarreeb,2020,9,1.97
Diinsoor,2020,9,16.39
Doolow,2020,9,1.36
Eyl,2020,9,3.51
Gaalkacyo,2020,9,1.77
Galdogob,2020,9,2.23
Garbahaarey,2020,9,3.84
Garoowe,2020,9,13.04
Gebiley,2020,9,64.49
Hargeysa,2020,9,77.03
Hobyo,2020,9,2.31
Iskushuban,2020,9,11.37
Jalalaqsi,2020,9,2.42
Jamaame,2020,9,21.64
Jariiban,2020,9,2.54
Jilib,2020,9,24.22
Jowhar,2020,9,3.5
Kismaayo,2020,9,17.66
Kurtunwaarey,2020,9,18.32
Laas Caanood,2020,9,33
Laasqoray,2020,9,38.26
Lughaye,2020,9,14.82
Luuq,2020,9,2.65
Marka,2020,9,8.99
Owdweyne,2020,9,66.03
Qandala,2020,9,30.55
Qansax Dheere,2020,9,7.43
Qardho,2020,9,22.18
Qoryooley,2020,9,10.42
Rab Dhuure,2020,9,6.72
Saakow,2020,9,14.32
Sablaale,2020,9,20.39
Sheikh,2020,9,57.88
Taleex,2020,9,39.25
Tayeeglow,2020,9,6.79
Waajid,2020,9,7.47
Wanla Weyn,2020,9,5.69
Xarardheere,2020,9,1.12
Xudun,2020,9,29.67
Xudur,2020,9,13.62
Zeylac,2020,9,21.74
Adan Yabaal,2020,10,69.59
Afgooye,2020,10,24.91
Afmadow,2020,10,48.15
Baardheere,2020,10,52.57
Badhaadhe,2020,10,20.35
Baki,2020,10,7.49
Balcad,2020,10,36.67
Banadir,2020,10,13.88
Bandarbeyla,2020,10,9.4
Baraawe,2020,10,20.1
Baydhaba,2020,10,139
Belet Weyne,2020,10,74.4
Belet Xaawo,2020,10,44.64
Berbera,2020,10,12.61
Borama,2020,10,7.04
Bossaso,2020,10,6.84
Bu'aale,2020,10,81.35
Bulo Burto,2020,10,93.03
Burco,2020,10,9.86
Burtinle,2020,10,72.85
Buuhoodle,2020,10,26.72
Buur Hakaba,2020,10,101
Cabudwaaq,2020,10,70.35
Cadaado,2020,10,68.46
Cadale,2020,10,56.2
Caluula,2020,10,3.78
Caynabo,2020,10,9.71
Ceel Afweyn,2020,10,7.93
Ceel Barde,2020,10,79.29
Ceel Buur,2020,10,60.75
Ceel Dheer,2020,10,76.74
Ceel Waaq,2020,10,33.53
Ceerigaabo,2020,10,6.71
Dhuusamarreeb,2020,10,66.57
Diinsoor,2020,10,69.84
Doolow,2020,10,35.54
Eyl,2020,10,34.08
Gaalkacyo,2020,10,76.44
Galdogob,2020,10,61.64
Garbahaarey,2020,10,64.04
Garoowe,2020,10,63.08
Gebiley,2020,10,6.14
Hargeysa,2020,10,11.45
Hobyo,2020,10,65.84
Iskushuban,2020,10,3.61
Jalalaqsi,2020,10,77.46
Jamaame,2020,10,9.09
Jariiban,2020,10,43.19
Jilib,2020,10,24.39
Jowhar,2020,10,55.83
Kismaayo,2020,10,21.07
Kurtunwaarey,2020,10,67.9
Laas Caanood,2020,10,36.79
Laasqoray,2020,10,6.94
Lughaye,2020,10,9.7
Luuq,2020,10,58.26
Marka,2020,10,8.58
Owdweyne,2020,10,8.93
Qandala,2020,10,7.99
Qansax Dheere,2020,10,90.86
Qardho,2020,10,16.41
Qoryooley,2020,10,40.36
Rab Dhuure,2020,10,64.36
Saakow,2020,10,66.94
Sablaale,2020,10,78.35
Sheikh,2020,10,9.77
Taleex,2020,10,18.24
Tayeeglow,2020,10,97.15
Waajid,2020,10,113
Wanla Weyn,2020,10,67.37
Xarardheere,2020,10,46.99
Xudun,2020,10,9.57
Xudur,2020,10,123
Zeylac,2020,10,8.76
Adan Yabaal,2020,11,22.31
Afgooye,2020,11,47.1
Afmadow,2020,11,53.37
Baardheere,2020,11,56.42
Badhaadhe,2020,11,53
Baki,2020,11,21.74
Balcad,2020,11,43.79
Banadir,2020,11,47.17
Bandarbeyla,2020,11,13.56
Baraawe,2020,11,23.47
Baydhaba,2020,11,44.74
Belet Weyne,2020,11,14.92
Belet Xaawo,2020,11,22.81
Berbera,2020,11,21.73
Borama,2020,11,13.85
Bossaso,2020,11,4.08
Bu'aale,2020,11,45.09
Bulo Burto,2020,11,24.47
Burco,2020,11,4.58
Burtinle,2020,11,2.4
Buuhoodle,2020,11,3.07
Buur Hakaba,2020,11,40.34
Cabudwaaq,2020,11,7.69
Cadaado,2020,11,4.81
Cadale,2020,11,28.06
Caluula,2020,11,78.73
Caynabo,2020,11,4.02
Ceel Afweyn,2020,11,6.58
Ceel Barde,2020,11,15.44
Ceel Buur,2020,11,11.64
Ceel Dheer,2020,11,20.25
Ceel Waaq,2020,11,37.16
Ceerigaabo,2020,11,6.6
Dhuusamarreeb,2020,11,8.31
Diinsoor,2020,11,54.06
Doolow,2020,11,17.96
Eyl,2020,11,3.85
Gaalkacyo,2020,11,3.35
Galdogob,2020,11,3.39
Garbahaarey,2020,11,24.8
Garoowe,2020,11,1.86
Gebiley,2020,11,12.7
Hargeysa,2020,11,10.59
Hobyo,2020,11,4.3
Iskushuban,2020,11,29.58
Jalalaqsi,2020,11,26.28
Jamaame,2020,11,29.91
Jariiban,2020,11,3.11
Jilib,2020,11,39.36
Jowhar,2020,11,35.7
Kismaayo,2020,11,36.37
Kurtunwaarey,2020,11,33.18
Laas Caanood,2020,11,2.54
Laasqoray,2020,11,5.54
Lughaye,2020,11,25.88
Luuq,2020,11,26.73
Marka,2020,11,33.17
Owdweyne,2020,11,7.99
Qandala,2020,11,9.68
Qansax Dheere,2020,11,44
Qardho,2020,11,3.14
Qoryooley,2020,11,35.71
Rab Dhuure,2020,11,23.22
Saakow,2020,11,54.25
Sablaale,2020,11,33.59
Sheikh,2020,11,17.85
Taleex,2020,11,2.85
Tayeeglow,2020,11,30.52
Waajid,2020,11,35.63
Wanla Weyn,2020,11,34.12
Xarardheere,2020,11,8.67
Xudun,2020,11,3.96
Xudur,2020,11,20.45
Zeylac,2020,11,22.61
Adan Yabaal,2020,12,7.13
Afgooye,2020,12,4.64
Afmadow,2020,12,8.47
Baardheere,2020,12,14.35
Badhaadhe,2020,12,23.06
Baki,2020,12,7.95
Balcad,2020,12,4.64
Banadir,2020,12,4.51
Bandarbeyla,2020,12,27.27
Baraawe,2020,12,1.7
Baydhaba,2020,12,3.6
Belet Weyne,2020,12,1.23
Belet Xaawo,2020,12,3.23
Berbera,2020,12,7.5
Borama,2020,12,4.57
Bossaso,2020,12,8.08
Bu'aale,2020,12,4.16
Bulo Burto,2020,12,2.46
Burco,2020,12,1.78
Burtinle,2020,12,0.79
Buuhoodle,2020,12,2.88
Buur Hakaba,2020,12,3.42
Cabudwaaq,2020,12,0.86
Cadaado,2020,12,0.5
Cadale,2020,12,6.28
Caluula,2020,12,17.2
Caynabo,2020,12,2.19
Ceel Afweyn,2020,12,4.33
Ceel Barde,2020,12,0.65
Ceel Buur,2020,12,3.63
Ceel Dheer,2020,12,5.76
Ceel Waaq,2020,12,11.7
Ceerigaabo,2020,12,1.97
Dhuusamarreeb,2020,12,0.66
Diinsoor,2020,12,6.41
Doolow,2020,12,1.22
Eyl,2020,12,5.71
Gaalkacyo,2020,12,1.02
Galdogob,2020,12,2.41
Garbahaarey,2020,12,7.39
Garoowe,2020,12,0.43
Gebiley,2020,12,2.68
Hargeysa,2020,12,1.9
Hobyo,2020,12,3.33
Iskushuban,2020,12,6.73
Jalalaqsi,2020,12,2.01
Jamaame,2020,12,4.97
Jariiban,2020,12,2.71
Jilib,2020,12,5.48
Jowhar,2020,12,3.29
Kismaayo,2020,12,18.29
Kurtunwaarey,2020,12,2.6
Laas Caanood,2020,12,1.79
Laasqoray,2020,12,3.29
Lughaye,2020,12,14.4
Luuq,2020,12,3.19
Marka,2020,12,3.04
Owdweyne,2020,12,2.32
Qandala,2020,12,10.02
Qansax Dheere,2020,12,10.85
Qardho,2020,12,3.01
Qoryooley,2020,12,2.84
Rab Dhuure,2020,12,1.17
Saakow,2020,12,7.64
Sablaale,2020,12,2.97
Sheikh,2020,12,8.01
Taleex,2020,12,0.37
Tayeeglow,2020,12,1.07
Waajid,2020,12,1.9
Wanla Weyn,2020,12,2.42
Xarardheere,2020,12,11.37
Xudun,2020,12,1.88
Xudur,2020,12,0.74
Zeylac,2020,12,19.84
Adan Yabaal,2021,1,2.38
Afgooye,2021,1,1.55
Afmadow,2021,1,2.24
Baardheere,2021,1,2.83
Badhaadhe,2021,1,4.25
Baki,2021,1,4.72
Balcad,2021,1,1.84
Banadir,2021,1,1.26
Bandarbeyla,2021,1,1.09
Baraawe,2021,1,0.59
Baydhaba,2021,1,1.47
Belet Weyne,2021,1,0.93
Belet Xaawo,2021,1,1.92
Berbera,2021,1,3.46
Borama,2021,1,3.38
Bossaso,2021,1,0.43
Bu'aale,2021,1,2.16
Bulo Burto,2021,1,1.82
Burco,2021,1,1.82
Burtinle,2021,1,1.03
Buuhoodle,2021,1,0.91
Buur Hakaba,2021,1,1.33
Cabudwaaq,2021,1,1.15
Cadaado,2021,1,2.14
Cadale,2021,1,2.09
Caluula,2021,1,1.58
Caynabo,2021,1,1.81
Ceel Afweyn,2021,1,2.6
Ceel Barde,2021,1,0.69
Ceel Buur,2021,1,3.11
Ceel Dheer,2021,1,3.2
Ceel Waaq,2021,1,2.85
Ceerigaabo,2021,1,2.19
Dhuusamarreeb,2021,1,2.28
Diinsoor,2021,1,2.57
Doolow,2021,1,0.97
Eyl,2021,1,2.15
Gaalkacyo,2021,1,0.5
Galdogob,2021,1,0.26
Garbahaarey,2021,1,1.56
Garoowe,2021,1,1.55
Gebiley,2021,1,1.92
Hargeysa,2021,1,2.14
Hobyo,2021,1,1.25
Iskushuban,2021,1,0.57
Jalalaqsi,2021,1,2.14
Jamaame,2021,1,1.31
Jariiban,2021,1,1.31
Jilib,2021,1,2.45
Jowhar,2021,1,1.96
Kismaayo,2021,1,2.05
Kurtunwaarey,2021,1,2.29
Laas Caanood,2021,1,0.95
Laasqoray,2021,1,0.32
Lughaye,2021,1,5.44
Luuq,2021,1,0.88
Marka,2021,1,1.34
Owdweyne,2021,1,2.28
Qandala,2021,1,0.53
Qansax Dheere,2021,1,1.71
Qardho,2021,1,0.19
Qoryooley,2021,1,1.4
Rab Dhuure,2021,1,0.48
Saakow,2021,1,2.19
Sablaale,2021,1,1.29
Sheikh,2021,1,2.41
Taleex,2021,1,0.6
Tayeeglow,2021,1,0.64
Waajid,2021,1,0.61
Wanla Weyn,2021,1,1.62
Xarardheere,2021,1,3.08
Xudun,2021,1,1.32
Xudur,2021,1,0.45
Zeylac,2021,1,5.17
Adan Yabaal,2021,2,1.13
Afgooye,2021,2,0.73
Afmadow,2021,2,4.6
Baardheere,2021,2,3.01
Badhaadhe,2021,2,2.63
Baki,2021,2,2.17
Balcad,2021,2,0.95
Banadir,2021,2,1.03
Bandarbeyla,2021,2,0.34
Baraawe,2021,2,0.38
Baydhaba,2021,2,0.82
Belet Weyne,2021,2,0.79
Belet Xaawo,2021,2,1.25
Berbera,2021,2,0.83
Borama,2021,2,3
Bossaso,2021,2,0.78
Bu'aale,2021,2,2.4
Bulo Burto,2021,2,0.87
Burco,2021,2,2.51
Burtinle,2021,2,0.66
Buuhoodle,2021,2,1.23
Buur Hakaba,2021,2,1.02
Cabudwaaq,2021,2,1.69
Cadaado,2021,2,0.68
Cadale,2021,2,1.26
Caluula,2021,2,0.31
Caynabo,2021,2,1.27
Ceel Afweyn,2021,2,1.5
Ceel Barde,2021,2,0.93
Ceel Buur,2021,2,1.03
Ceel Dheer,2021,2,1.17
Ceel Waaq,2021,2,2.4
Ceerigaabo,2021,2,1.8
Dhuusamarreeb,2021,2,0.91
Diinsoor,2021,2,1.74
Doolow,2021,2,1.44
Eyl,2021,2,0.28
Gaalkacyo,2021,2,0.5
Galdogob,2021,2,0.48
Garbahaarey,2021,2,0.94
Garoowe,2021,2,0.44
Gebiley,2021,2,2.02
Hargeysa,2021,2,2.3
Hobyo,2021,2,0.7
Iskushuban,2021,2,0.26
Jalalaqsi,2021,2,1.24
Jamaame,2021,2,1.7
Jariiban,2021,2,0.51
Jilib,2021,2,1.54
Jowhar,2021,2,1.48
Kismaayo,2021,2,2.18
Kurtunwaarey,2021,2,0.69
Laas Caanood,2021,2,0.61
Laasqoray,2021,2,1.05
Lughaye,2021,2,2.58
Luuq,2021,2,0.7
Marka,2021,2,0.25
Owdweyne,2021,2,2.88
Qandala,2021,2,0.82
Qansax Dheere,2021,2,1.05
Qardho,2021,2,0.58
Qoryooley,2021,2,0.54
Rab Dhuure,2021,2,0.7
Saakow,2021,2,4.21
Sablaale,2021,2,0.84
Sheikh,2021,2,3.29
Taleex,2021,2,0.69
Tayeeglow,2021,2,0.53
Waajid,2021,2,0.71
Wanla Weyn,2021,2,0.99
Xarardheere,2021,2,1.72
Xudun,2021,2,0.48
Xudur,2021,2,0.49
Zeylac,2021,2,3.86
Adan Yabaal,2021,3,9.48
Afgooye,2021,3,1.75
Afmadow,2021,3,10.27
Baardheere,2021,3,14.69
Badhaadhe,2021,3,13.34
Baki,2021,3,2.46
Balcad,2021,3,3.84
Banadir,2021,3,2.18
Bandarbeyla,2021,3,1.92
Baraawe,2021,3,1.86
Baydhaba,2021,3,10.36
Belet Weyne,2021,3,4.59
Belet Xaawo,2021,3,10.48
Berbera,2021,3,0.98
Borama,2021,3,4.02
Bossaso,2021,3,2.29
Bu'aale,2021,3,5.61
Bulo Burto,2021,3,5.65
Burco,2021,3,5.48
Burtinle,2021,3,4.44
Buuhoodle,2021,3,5.43
Buur Hakaba,2021,3,4.79
Cabudwaaq,2021,3,4.26
Cadaado,2021,3,3.81
Cadale,2021,3,9.64
Caluula,2021,3,2.31
Caynabo,2021,3,3
Ceel Afweyn,2021,3,1.85
Ceel Barde,2021,3,5
Ceel Buur,2021,3,9.6
Ceel Dheer,2021,3,12.04
Ceel Waaq,2021,3,17.33
Ceerigaabo,2021,3,10.12
Dhuusamarreeb,2021,3,8.24
Diinsoor,2021,3,11.46
Doolow,2021,3,5.26
Eyl,2021,3,4.05
Gaalkacyo,2021,3,2.76
Galdogob,2021,3,3.05
Garbahaarey,2021,3,12.89
Garoowe,2021,3,3.23
Gebiley,2021,3,3.51
Hargeysa,2021,3,4.91
Hobyo,2021,3,7.76
Iskushuban,2021,3,1.81
Jalalaqsi,2021,3,5.72
Jamaame,2021,3,3.47
Jariiban,2021,3,5.58
Jilib,2021,3,3.25
Jowhar,2021,3,5.96
Kismaayo,2021,3,8.51
Kurtunwaarey,2021,3,3.64
Laas Caanood,2021,3,2.5
Laasqoray,2021,3,6.5
Lughaye,2021,3,3.43
Luuq,2021,3,9.43
Marka,2021,3,1.73
Owdweyne,2021,3,8.04
Qandala,2021,3,3.06
Qansax Dheere,2021,3,14.8
Qardho,2021,3,3.77
Qoryooley,2021,3,2.21
Rab Dhuure,2021,3,6.15
Saakow,2021,3,9.5
Sablaale,2021,3,3.76
Sheikh,2021,3,4.61
Taleex,2021,3,3.99
Tayeeglow,2021,3,4.5
Waajid,2021,3,6.13
Wanla Weyn,2021,3,2.68
Xarardheere,2021,3,12.19
Xudun,2021,3,1.85
Xudur,2021,3,3.18
Zeylac,2021,3,4.3
Adan Yabaal,2021,4,38.01
Afgooye,2021,4,42.27
Afmadow,2021,4,93.07
Baardheere,2021,4,108
Badhaadhe,2021,4,76.53
Baki,2021,4,48.4
Balcad,2021,4,34.48
Banadir,2021,4,23.73
Bandarbeyla,2021,4,14.51
Baraawe,2021,4,56.88
Baydhaba,2021,4,119
Belet Weyne,2021,4,50.68
Belet Xaawo,2021,4,122
Berbera,2021,4,64.66
Borama,2021,4,66.49
Bossaso,2021,4,21.16
Bu'aale,2021,4,104
Bulo Burto,2021,4,49.09
Burco,2021,4,56.87
Burtinle,2021,4,22.84
Buuhoodle,2021,4,47.95
Buur Hakaba,2021,4,86.61
Cabudwaaq,2021,4,53.06
Cadaado,2021,4,48.54
Cadale,2021,4,26.53
Caluula,2021,4,10.78
Caynabo,2021,4,62.2
Ceel Afweyn,2021,4,64.87
Ceel Barde,2021,4,99.99
Ceel Buur,2021,4,30.56
Ceel Dheer,2021,4,32.15
Ceel Waaq,2021,4,135
Ceerigaabo,2021,4,33.31
Dhuusamarreeb,2021,4,38.8
Diinsoor,2021,4,94.07
Doolow,2021,4,87.65
Eyl,2021,4,24.18
Gaalkacyo,2021,4,31.95
Galdogob,2021,4,37.23
Garbahaarey,2021,4,121
Garoowe,2021,4,13.97
Gebiley,2021,4,83.51
Hargeysa,2021,4,77.06
Hobyo,2021,4,29.52
Iskushuban,2021,4,13.42
Jalalaqsi,2021,4,42.6
Jamaame,2021,4,86.22
Jariiban,2021,4,29.96
Jilib,2021,4,104
Jowhar,2021,4,38.12
Kismaayo,2021,4,58.52
Kurtunwaarey,2021,4,76.39
Laas Caanood,2021,4,15.65
Laasqoray,2021,4,33.04
Lughaye,2021,4,23.9
Luuq,2021,4,104
Marka,2021,4,23.25
Owdweyne,2021,4,58.75
Qandala,2021,4,20.03
Qansax Dheere,2021,4,127
Qardho,2021,4,18.67
Qoryooley,2021,4,51.26
Rab Dhuure,2021,4,146
Saakow,2021,4,106
Sablaale,2021,4,101
Sheikh,2021,4,102
Taleex,2021,4,13.35
Tayeeglow,2021,4,76.24
Waajid,2021,4,124
Wanla Weyn,2021,4,47.03
Xarardheere,2021,4,17.88
Xudun,2021,4,27.84
Xudur,2021,4,95.44
Zeylac,2021,4,17.86
Adan Yabaal,2021,5,45.95
Afgooye,2021,5,66.37
Afmadow,2021,5,78.21
Baardheere,2021,5,69.03
Badhaadhe,2021,5,113
Baki,2021,5,14.11
Balcad,2021,5,56.19
Banadir,2021,5,54.05
Bandarbeyla,2021,5,67.94
Baraawe,2021,5,42.87
Baydhaba,2021,5,55.24
Belet Weyne,2021,5,58.4
Belet Xaawo,2021,5,77.58
Berbera,2021,5,62.55
Borama,2021,5,59.13
Bossaso,2021,5,49.92
Bu'aale,2021,5,61.73
Bulo Burto,2021,5,59.9
Burco,2021,5,13.19
Burtinle,2021,5,37.72
Buuhoodle,2021,5,72.07
Buur Hakaba,2021,5,43.79
Cabudwaaq,2021,5,57.75
Cadaado,2021,5,57.84
Cadale,2021,5,53.15
Caluula,2021,5,72.07
Caynabo,2021,5,55.31
Ceel Afweyn,2021,5,36.58
Ceel Barde,2021,5,78.12
Ceel Buur,2021,5,59.86
Ceel Dheer,2021,5,62.8
Ceel Waaq,2021,5,71.4
Ceerigaabo,2021,5,28.18
Dhuusamarreeb,2021,5,62.91
Diinsoor,2021,5,68.44
Doolow,2021,5,90.32
Eyl,2021,5,47.81
Gaalkacyo,2021,5,40.15
Galdogob,2021,5,55.48
Garbahaarey,2021,5,40.58
Garoowe,2021,5,20.28
Gebiley,2021,5,14.65
Hargeysa,2021,5,12.5
Hobyo,2021,5,65.45
Iskushuban,2021,5,60.34
Jalalaqsi,2021,5,62.22
Jamaame,2021,5,79.26
Jariiban,2021,5,72.46
Jilib,2021,5,54.42
Jowhar,2021,5,56.61
Kismaayo,2021,5,116
Kurtunwaarey,2021,5,35.09
Laas Caanood,2021,5,14.1
Laasqoray,2021,5,62.55
Lughaye,2021,5,12.64
Luuq,2021,5,59.13
Marka,2021,5,58.98
Owdweyne,2021,5,21.32
Qandala,2021,5,77.15
Qansax Dheere,2021,5,60.95
Qardho,2021,5,28.39
Qoryooley,2021,5,51.75
Rab Dhuure,2021,5,78.31
Saakow,2021,5,96.35
Sablaale,2021,5,61.85
Sheikh,2021,5,33.72
Taleex,2021,5,55.35
Tayeeglow,2021,5,68.49
Waajid,2021,5,29.89
Wanla Weyn,2021,5,37.88
Xarardheere,2021,5,70.14
Xudun,2021,5,28.09
Xudur,2021,5,82.32
Zeylac,2021,5,14.01
Adan Yabaal,2021,6,5.69
Afgooye,2021,6,17.83
Afmadow,2021,6,27.61
Baardheere,2021,6,7.76
Badhaadhe,2021,6,37.83
Baki,2021,6,3.56
Balcad,2021,6,15.21
Banadir,2021,6,16.19
Bandarbeyla,2021,6,1.03
Baraawe,2021,6,36.96
Baydhaba,2021,6,9.56
Belet Weyne,2021,6,2.13
Belet Xaawo,2021,6,2.75
Berbera,2021,6,1.87
Borama,2021,6,9.85
Bossaso,2021,6,3.87
Bu'aale,2021,6,37.15
Bulo Burto,2021,6,2.77
Burco,2021,6,6.29
Burtinle,2021,6,1.48
Buuhoodle,2021,6,1.8
Buur Hakaba,2021,6,17.54
Cabudwaaq,2021,6,1.54
Cadaado,2021,6,1.94
Cadale,2021,6,12.17
Caluula,2021,6,1.11
Caynabo,2021,6,5.14
Ceel Afweyn,2021,6,6.88
Ceel Barde,2021,6,1.16
